Employee_ID,FName,LName,Gender,State,City,Education_Level,Birthdate,Hiredate,Termdate,Department,Job_Title,Salary,Performance_Rating
00-33761455,Eric,Krueger,Male,Pennsylvania,Pittsburgh,Bachelor,11/11/1988,21/07/2020,,Operations,Logistics Coordinator,67768,Satisfactory
00-95342494,Mckenzie,Wagner,Female,New York,New York City,Bachelor,23/02/1983,11/06/2023,,Sales,Sales Consultant,75170,Good
00-95870691,Melissa,Powell,Female,New York,New York City,Master,22/07/1992,16/05/2021,,Sales,Sales Consultant,97628,Good
00-74646194,Sean,Lewis,Male,Pennsylvania,Allentown,High School,22/12/1998,08/05/2020,,IT,IT Support Specialist,62462,Needs Improvement
00-51321368,Patricia,Carter,Female,Illinois,Aurora,High School,15/10/1979,20/10/2018,,Customer Service,Support Specialist,56371,Excellent
00-50744867,Steven,Wells,Male,Ohio,Cleveland,Bachelor,28/08/1963,07/08/2015,,Marketing,Marketing Coordinator,67480,Good
00-28293937,Brenda,Zavala,Female,New York,New York City,High School,13/10/1993,04/01/2018,,IT,IT Support Specialist,60209,Needs Improvement
00-11116303,Meredith,Reed,Female,New York,New York City,PhD,25/08/1980,04/04/2022,,IT,IT Manager,113352,Excellent
00-74030858,Dillon,Austin,Male,New York,New York City,Bachelor,29/08/1986,30/08/2017,,HR,HR Coordinator,70214,Excellent
00-49315407,Alicia,Williams,Female,Illinois,Aurora,Master,04/01/1995,09/12/2020,,IT,Software Developer,81001,Good
00-60149632,Robert,Moon,Male,New York,New York City,Master,03/02/1974,14/02/2017,,IT,Software Developer,92889,Good
00-62982727,Jason,Fernandez,Male,Pennsylvania,Pittsburgh,Bachelor,10/01/1981,20/04/2017,,Sales,Sales Representative,60185,Excellent
00-96703417,Andrew,Black,Male,New York,New York City,PhD,20/03/1993,27/10/2018,,Finance,Financial Analyst,65542,Excellent
00-45296615,Colin,Lang,Male,New York,New York City,Bachelor,15/03/1972,22/06/2016,,Operations,Inventory Specialist,68643,Satisfactory
00-79338228,Curtis,Phillips,Male,New York,New York City,Bachelor,08/12/1973,11/09/2022,,Operations,Logistics Coordinator,66618,Satisfactory
00-46489118,Melissa,Palmer,Female,Illinois,Chicago,Bachelor,27/07/1971,07/02/2017,,Sales,Sales Representative,59002,Good
00-46080681,James,Huber,Male,Virginia,Virginia Beach,High School,11/09/1995,28/07/2019,,Operations,Inventory Specialist,62971,Needs Improvement
00-28337367,Joseph,Sims,Male,New York,New York City,Bachelor,25/07/1983,23/03/2017,,Finance,Accountant,66685,Excellent
00-92910238,Martin,Ayala,Male,West Virginia,Huntington,Bachelor,22/10/1982,02/12/2019,,Customer Service,Support Specialist,74289,Satisfactory
00-76034587,James,Houston,Male,New York,New York City,Bachelor,27/10/1971,21/03/2017,,Finance,Accounts Payable Specialist,66491,Good
00-16661503,Mckenzie,Park,Female,New York,New York City,Bachelor,05/02/1983,14/10/2024,,Operations,Inventory Specialist,64270,Good
00-23726915,Kenneth,Lucas,Male,New York,New York City,Master,19/07/1979,29/01/2017,,Sales,Sales Specialist,67329,Good
00-68843284,Jordan,Hernandez,Female,New York,New York City,Bachelor,30/06/1990,28/06/2022,,Customer Service,Support Specialist,61017,Needs Improvement
00-30224423,Brenda,Johnson,Female,New York,New York City,Bachelor,22/11/1990,29/01/2015,,Sales,Sales Consultant,80586,Satisfactory
00-66404064,Brian,Bauer,Male,North Carolina,Raleigh,Bachelor,11/05/1961,05/08/2018,,Sales,Sales Representative,69655,Excellent
00-72234675,Thomas,Underwood,Male,New York,New York City,Bachelor,22/03/1974,20/12/2022,,Customer Service,Customer Service Representative,69518,Good
00-20767361,Marcus,Hughes,Male,New York,New York City,Master,21/02/1975,02/09/2023,,Operations,Operations Analyst,60992,Excellent
00-45769504,William,Stewart,Male,North Carolina,Charlotte,Bachelor,28/11/1965,01/06/2023,,Operations,Logistics Coordinator,62029,Satisfactory
00-73102032,Bryan,Nichols,Male,Pennsylvania,Philadelphia,Bachelor,02/10/1996,07/09/2017,,IT,Software Developer,110078,Satisfactory
00-61214452,Corey,Brown,Male,New York,New York City,High School,28/12/1983,17/10/2023,,Customer Service,Support Specialist,65758,Excellent
00-43415162,Kelly,Haynes,Female,Ohio,Cleveland,High School,10/06/1963,29/01/2018,,HR,Recruiter,61380,Excellent
00-14497675,Ralph,Shaw,Male,New York,New York City,PhD,19/06/1994,23/04/2017,,Finance,Financial Analyst,68943,Excellent
00-22611138,Terry,Turner,Male,New York,New York City,High School,13/02/1983,03/02/2020,,Marketing,Content Creator,58245,Needs Improvement
00-62227199,Kenneth,Mcintosh,Male,New York,New York City,Bachelor,30/09/1977,29/05/2022,,Sales,Sales Specialist,77211,Good
00-31288466,David,Guerrero,Male,New York,New York City,PhD,20/12/1962,04/07/2021,,Finance,Financial Analyst,74062,Excellent
00-83763371,Robert,Robinson,Male,Ohio,Cleveland,Master,06/04/1982,17/10/2020,,Finance,Financial Analyst,99442,Good
00-95700705,Daniel,Salinas,Male,Ohio,Cincinnati,Bachelor,05/09/1985,31/07/2017,,Operations,Operations Analyst,85827,Good
00-99482259,Amanda,Walters,Female,New York,New York City,Bachelor,20/05/1971,26/04/2017,,Operations,Logistics Coordinator,65195,Excellent
00-94947603,Michelle,Sloan,Female,New York,New York City,High School,06/11/1969,05/11/2019,,Operations,Inventory Specialist,56747,Needs Improvement
00-47057520,James,Wong,Male,New York,New York City,Bachelor,07/11/1989,05/01/2020,,Operations,Inventory Specialist,67856,Satisfactory
00-42626898,William,Peters,Male,Pennsylvania,Pittsburgh,Bachelor,23/12/1984,17/02/2015,,Customer Service,Help Desk Technician,91519,Excellent
00-73789750,Ryan,Armstrong,Male,Pennsylvania,Allentown,PhD,29/11/1989,03/06/2022,,Sales,Sales Manager,101111,Excellent
00-22009789,Travis,Arroyo,Male,New York,New York City,Bachelor,14/01/1976,29/04/2017,,Sales,Sales Representative,84623,Good
00-93033107,Brianna,Figueroa,Female,Michigan,Warren,Bachelor,27/04/1977,09/10/2018,,Sales,Sales Consultant,69446,Good
00-18022882,Dustin,Gutierrez,Male,Illinois,Chicago,High School,13/08/1963,08/09/2018,,Operations,Inventory Specialist,68482,Needs Improvement
00-81988124,Patrick,Thomas,Male,New York,New York City,Bachelor,26/05/1995,13/03/2023,,Sales,Sales Representative,70587,Good
00-41229060,Mary,Davenport,Female,New York,New York City,Bachelor,05/04/2000,17/03/2018,,Operations,Logistics Coordinator,54509,Good
00-96522918,William,Lambert,Male,New York,New York City,Bachelor,29/04/1986,09/08/2022,,Customer Service,Help Desk Technician,61714,Satisfactory
00-35899364,Melissa,York,Female,New York,New York City,Bachelor,22/03/1994,29/12/2015,,Operations,Logistics Coordinator,65068,Satisfactory
00-28083446,William,Dunn,Male,New York,New York City,High School,11/08/1997,08/09/2017,,IT,IT Support Specialist,59784,Needs Improvement
00-68720256,Tiffany,Roberts,Female,North Carolina,Charlotte,Bachelor,27/05/1995,27/01/2020,,Sales,Sales Representative,66707,Good
00-75779034,Kimberly,Gonzalez,Female,New York,New York City,High School,22/07/1982,14/08/2017,,Customer Service,Support Specialist,61130,Excellent
00-56662763,Antonio,Rivera,Male,Pennsylvania,Philadelphia,Bachelor,27/03/1999,19/02/2018,,Marketing,Marketing Coordinator,60148,Satisfactory
00-90353461,Sarah,Young,Female,New York,New York City,High School,11/12/1973,20/04/2024,,Operations,Inventory Specialist,59927,Needs Improvement
00-19244458,Holly,Mccullough,Female,New York,New York City,Bachelor,04/10/1977,03/05/2020,,Customer Service,Support Specialist,55334,Good
00-45346140,Brandon,Murphy,Male,Illinois,Naperville,Bachelor,12/08/1988,13/09/2020,,IT,System Administrator,75212,Satisfactory
00-95634408,Corey,Silva,Male,New York,New York City,High School,25/07/1994,07/08/2020,,Marketing,Content Creator,64110,Needs Improvement
00-12512536,Steven,Aguirre,Male,Virginia,Virginia Beach,Master,09/05/1999,16/06/2021,,Operations,Operations Analyst,54467,Good
00-93241474,Brandon,Edwards,Male,New York,New York City,PhD,10/04/1989,02/11/2017,,IT,IT Manager,117952,Excellent
00-98354109,Cassandra,Singh,Female,New York,New York City,High School,20/11/1981,18/06/2024,,Marketing,SEO Specialist,62091,Needs Improvement
00-80339453,Kimberly,Ward,Female,Michigan,Detroit,Bachelor,02/08/1981,21/09/2022,,Customer Service,Help Desk Technician,54598,Satisfactory
00-92280734,Mary,Humphrey,Female,New York,New York City,High School,27/11/1983,29/06/2017,,Customer Service,Help Desk Technician,77258,Needs Improvement
00-53221337,Joe,Hampton,Male,New York,New York City,Bachelor,13/03/1990,08/07/2016,,Operations,Inventory Specialist,64804,Good
00-18949617,Rebecca,Thompson,Female,Michigan,Detroit,Master,21/10/1978,24/08/2015,,Operations,Operations Analyst,81909,Excellent
00-14197492,Christina,Ramirez,Female,New York,New York City,Bachelor,07/11/1977,17/11/2017,,Customer Service,Help Desk Technician,58019,Good
00-23254482,Joseph,Ryan,Male,New York,New York City,Bachelor,10/01/1973,13/04/2015,,Sales,Sales Specialist,89231,Good
00-62156850,Tyler,Sims,Male,New York,New York City,Bachelor,28/12/1994,10/10/2022,,Customer Service,Support Specialist,69316,Good
00-89228847,Linda,Smith,Female,North Carolina,Greensboro,Bachelor,05/04/1986,16/07/2017,,Sales,Sales Representative,62813,Satisfactory
00-91329718,Rebekah,Hess,Female,New York,New York City,Master,31/01/1965,13/08/2022,,Operations,Operations Manager,106749,Good
00-98013189,Sabrina,Lawrence,Female,New York,New York City,Bachelor,19/08/1996,17/12/2020,,Operations,Operations Analyst,81050,Good
00-95753950,William,Green,Male,New York,New York City,Bachelor,01/09/2000,13/12/2016,,Operations,Inventory Specialist,66206,Good
00-65828293,Cindy,Kennedy,Female,New York,New York City,Bachelor,24/09/2002,29/10/2023,,Operations,Logistics Coordinator,63579,Satisfactory
00-92803389,Justin,Long,Male,New York,New York City,Bachelor,21/06/1979,13/12/2017,,Operations,Inventory Specialist,62575,Good
00-19447334,Marilyn,Quinn,Female,New York,New York City,Bachelor,27/01/1996,24/04/2023,,Sales,Sales Representative,61454,Satisfactory
00-79724133,Lee,Mason,Male,New York,New York City,Bachelor,16/10/1998,05/02/2016,,Sales,Sales Consultant,98935,Satisfactory
00-81358338,Bradley,Shaw,Male,New York,New York City,Bachelor,04/04/1962,15/09/2018,,Operations,Operations Analyst,103281,Satisfactory
00-98164473,Steven,Maynard,Male,Pennsylvania,Pittsburgh,Bachelor,07/03/1974,27/08/2017,,Marketing,Content Creator,71304,Satisfactory
00-84950330,Andrew,Todd,Male,New York,New York City,Bachelor,24/02/1984,24/02/2022,,Sales,Sales Representative,65652,Good
00-24161873,Melissa,White,Female,New York,New York City,PhD,17/06/1968,08/08/2022,,Sales,Sales Specialist,79991,Excellent
00-71568435,Timothy,Faulkner,Male,New York,New York City,Bachelor,27/07/1973,13/10/2022,,Sales,Sales Representative,77675,Satisfactory
00-32388767,Heather,Crosby,Female,Michigan,Warren,Bachelor,26/09/1989,16/01/2023,,Operations,Logistics Coordinator,61904,Satisfactory
00-77738718,Taylor,Freeman,Male,Michigan,Detroit,Bachelor,12/07/1984,25/01/2018,,Operations,Inventory Specialist,63854,Satisfactory
00-90519326,Alexis,Young,Female,New York,New York City,High School,29/04/1998,17/09/2019,,Customer Service,Help Desk Technician,77143,Needs Improvement
00-83830667,David,Velez,Male,New York,New York City,Bachelor,12/12/1988,20/05/2024,,Customer Service,Customer Service Representative,60745,Satisfactory
00-59891348,Paul,Hardin,Male,Pennsylvania,Philadelphia,Bachelor,15/10/1985,09/12/2019,,Operations,Operations Analyst,94828,Satisfactory
00-53412847,Elizabeth,Hooper,Female,Pennsylvania,Philadelphia,Bachelor,18/09/1987,06/05/2021,,Customer Service,Help Desk Technician,61132,Satisfactory
00-38712948,Daniel,Schmitt,Male,North Carolina,Raleigh,Bachelor,06/11/1976,04/09/2018,,Marketing,SEO Specialist,96270,Satisfactory
00-44103265,Douglas,Davenport,Male,Michigan,Grand Rapids,Bachelor,05/07/1981,13/04/2018,,Customer Service,Support Specialist,65445,Good
00-63296593,Mitchell,Hudson,Male,New York,New York City,Bachelor,25/08/1988,27/05/2015,,IT,IT Support Specialist,65969,Needs Improvement
00-89961933,Olivia,Diaz,Female,New York,New York City,High School,26/05/1971,11/09/2015,,Operations,Inventory Specialist,63523,Needs Improvement
00-10881653,William,Miller,Male,Illinois,Aurora,Bachelor,02/04/1963,08/04/2018,,Customer Service,Help Desk Technician,64295,Good
00-52265790,Brandon,Solomon,Male,Michigan,Warren,High School,22/12/2000,20/07/2015,,Operations,Inventory Specialist,62234,Needs Improvement
00-47038339,Russell,Roth,Male,New York,New York City,Master,22/11/1993,13/05/2024,,IT,Software Developer,92256,Excellent
00-86593789,Vanessa,Olson,Female,New York,New York City,Bachelor,06/04/1980,22/08/2024,,Operations,Inventory Specialist,61038,Satisfactory
00-15064880,Michael,Macias,Male,Pennsylvania,Pittsburgh,Bachelor,06/08/1978,20/06/2019,,IT,Software Developer,87901,Good
00-45566111,Tiffany,Jones,Female,New York,New York City,Master,15/05/1978,07/09/2018,,Sales,Sales Consultant,96522,Good
00-41271945,Cathy,Hernandez,Female,Ohio,Cincinnati,Bachelor,27/05/1972,03/03/2017,,Sales,Sales Consultant,75634,Excellent
00-86569490,Yolanda,Love,Female,New York,New York City,Bachelor,18/12/1974,15/02/2019,,IT,Software Developer,93287,Excellent
00-20361818,Belinda,Perry,Female,New York,New York City,High School,15/05/1971,09/05/2022,,Marketing,Content Creator,56385,Needs Improvement
00-75535348,Crystal,Olson,Female,Pennsylvania,Allentown,PhD,30/12/1977,05/07/2023,,Sales,Sales Consultant,87820,Excellent
00-87340611,David,Garza,Male,New York,New York City,Bachelor,18/05/1997,09/09/2023,,Marketing,Content Creator,65848,Satisfactory
00-96201956,Jennifer,Johnson,Female,New York,New York City,High School,24/11/1976,17/01/2018,,Marketing,Content Creator,61221,Needs Improvement
00-87347488,Joseph,Vargas,Male,New York,New York City,High School,12/07/1973,22/02/2018,,IT,IT Support Specialist,64449,Needs Improvement
00-54881018,Manuel,Williams,Male,New York,New York City,Bachelor,03/05/2000,11/08/2018,,Customer Service,Help Desk Technician,84120,Satisfactory
00-26178675,Manuel,Jackson,Male,North Carolina,Greensboro,Master,29/02/1996,25/12/2023,,IT,IT Manager,106941,Good
00-97614538,Monica,Mullen,Female,New York,New York City,High School,17/04/1983,21/08/2023,,Customer Service,Help Desk Technician,69593,Needs Improvement
00-94851591,Stephanie,Walsh,Female,Michigan,Grand Rapids,Bachelor,28/05/1991,08/12/2018,,Operations,Logistics Coordinator,57712,Good
00-15527388,Brent,Stanley,Male,North Carolina,Raleigh,High School,28/01/2004,21/04/2018,,IT,IT Support Specialist,52836,Needs Improvement
00-53866598,Latasha,Robinson,Female,New York,New York City,PhD,18/11/1981,23/08/2020,,Sales,Sales Consultant,86094,Excellent
00-16780654,George,Dillon,Male,Illinois,Aurora,Bachelor,17/03/1992,08/03/2022,,Sales,Sales Representative,83130,Satisfactory
00-89877290,Linda,Jenkins,Female,Ohio,Cincinnati,Bachelor,11/04/2002,25/02/2020,,Operations,Logistics Coordinator,54894,Good
00-67973424,Timothy,Hoover,Male,Pennsylvania,Philadelphia,Bachelor,19/08/1982,12/03/2017,,Customer Service,Support Specialist,65077,Good
00-27742113,Marcus,Dixon,Male,New York,New York City,Master,26/12/1987,07/03/2018,,IT,System Administrator,71432,Excellent
00-16618423,Jonathan,Cooper,Male,New York,New York City,Master,25/04/1993,25/06/2020,,Operations,Operations Analyst,61428,Excellent
00-63489393,John,Jones,Male,New York,New York City,Master,26/02/1994,26/05/2020,,IT,Software Developer,89222,Excellent
00-28102047,Nathan,Rodriguez,Male,Virginia,Richmond,High School,18/04/1991,20/03/2019,,Operations,Inventory Specialist,54179,Needs Improvement
00-63058791,Mary,Blankenship,Female,New York,New York City,Bachelor,28/07/1990,23/09/2022,,Operations,Logistics Coordinator,55528,Good
00-92677695,Kaitlyn,Hernandez,Female,New York,New York City,Bachelor,28/11/1978,07/02/2024,,Sales,Sales Representative,66465,Satisfactory
00-42522981,Juan,Valenzuela,Male,New York,New York City,High School,29/03/1994,20/08/2016,,Operations,Inventory Specialist,63163,Needs Improvement
00-87311859,Kaitlyn,Bowers,Female,New York,New York City,PhD,25/11/1984,14/07/2016,,Sales,Sales Specialist,79828,Excellent
00-66846657,Charles,Davis,Male,New York,New York City,Bachelor,23/11/1975,14/09/2018,,Finance,Financial Analyst,85919,Good
00-56241350,Mark,Munoz,Male,Virginia,Norfolk,Bachelor,18/11/1970,17/11/2020,,Operations,Operations Analyst,80810,Satisfactory
00-50912093,Elizabeth,Pace,Female,Virginia,Richmond,Master,17/05/1985,21/09/2017,,Sales,Sales Specialist,72545,Good
00-69352435,Lisa,Boyd,Female,Michigan,Warren,Bachelor,10/03/1992,24/05/2021,,Operations,Logistics Coordinator,58002,Satisfactory
00-41338443,Marc,Wolfe,Male,New York,New York City,Bachelor,13/03/1992,16/06/2017,,Sales,Sales Representative,72560,Satisfactory
00-21517819,David,Lang,Male,New York,New York City,Bachelor,09/07/2002,02/11/2016,,IT,Software Developer,103189,Good
00-93349536,Edward,Bell,Male,New York,New York City,Bachelor,10/07/2002,08/11/2024,,Sales,Sales Consultant,77635,Good
00-56073103,Ryan,Juarez,Male,New York,New York City,Bachelor,01/05/1993,28/09/2022,,Operations,Logistics Coordinator,67978,Good
00-70406241,Christine,Coleman,Female,New York,New York City,Bachelor,16/03/1985,09/04/2019,,Sales,Sales Consultant,93903,Good
00-82209870,Matthew,Hall,Male,New York,New York City,Master,05/12/1979,30/11/2017,,IT,Software Developer,92947,Good
00-44716489,Chelsea,George,Female,New York,New York City,Bachelor,15/09/2002,30/07/2020,,Sales,Sales Representative,58473,Good
00-28971329,Michelle,Lopez,Female,New York,New York City,Bachelor,18/07/1987,03/10/2022,,IT,Software Developer,93888,Good
00-60547291,Timothy,Smith,Male,Virginia,Norfolk,High School,25/09/1979,21/07/2020,,Marketing,SEO Specialist,73485,Needs Improvement
00-15836056,James,Smith,Male,New York,New York City,Bachelor,13/07/1980,12/09/2017,,Operations,Logistics Coordinator,69065,Satisfactory
00-36936968,Jerry,Brock,Male,New York,New York City,Master,18/02/1985,08/06/2023,,IT,Software Developer,75554,Good
